satisfaction_level;last_evaluation;number_project;average_montly_hours;time_spend_company;Work_accident;promotion_last_5years;sales;salary;left
00.56;0,049305556;4;296;2;0;0;IT;medium;1
00.44;00.56;2;158;3;0;0;accounting;medium;1
00.31;00.56;4;238;2;0;0;accounting;medium;1
0,053472222;0,064583333;4;231;5;0;0;hr;medium;1
00.44;00.45;2;156;3;0;0;hr;medium;1
00.38;00.46;2;145;3;0;0;hr;medium;1
00.45;00.48;2;144;3;0;0;marketing;medium;1
00.38;00.51;2;159;3;0;0;sales;medium;1
00.36;00.48;2;156;3;0;0;accounting;high;1
0,052083333;00.09;5;256;5;0;0;support;low;1
00.01;0,064583333;6;298;4;0;0;technical;medium;1
00.01;0,067361111;6;247;4;0;0;management;medium;1
00.45;00.05;2;157;3;0;0;marketing;medium;1
00.42;00.57;2;154;3;1;0;marketing;medium;1
0,054166667;1;4;253;5;0;0;marketing;low;1
00.45;00.55;2;148;3;0;0;sales;low;1
0,058333333;1;4;261;5;0;0;sales;low;1
00.11;0,064583333;6;282;4;0;0;sales;low;1
00.42;00.56;2;133;3;0;0;sales;low;1
00.45;00.46;2;128;3;0;0;sales;low;1
00.46;00.57;2;139;3;0;0;sales;low;1
00.09;0,054861111;6;293;5;0;0;sales;low;1
0,060416667;0,057638889;4;265;6;0;0;sales;low;1
00.01;0,060416667;6;250;4;0;0;sales;low;1
0,063194444;1;5;251;6;0;0;sales;low;1
0,052777778;0,063888889;4;246;5;0;0;sales;low;1
0,051388889;1;5;275;5;0;0;sales;low;1
0,063888889;0,064583333;5;240;5;0;0;sales;low;1
0,052777778;0,060416667;5;245;5;0;0;sales;low;1
00.47;00.05;4;254;4;0;0;sales;low;1
0,050694444;0,06875;5;241;5;0;0;sales;low;1
00.09;0,065277778;6;257;4;0;0;sales;low;1
0,063194444;0,063888889;4;246;5;0;0;sales;low;1
0,056944444;0,068055556;4;233;5;0;0;sales;low;1
00.28;00.45;6;218;4;0;0;accounting;low;1
0,058333333;0,06875;4;262;6;0;0;accounting;medium;1
00.45;00.53;2;138;3;0;0;accounting;medium;1
00.45;00.54;2;142;3;0;0;hr;medium;1
0,063194444;0,067361111;5;233;5;0;0;hr;medium;1
00.42;00.48;2;155;3;0;0;hr;medium;1
0,056944444;1;4;229;6;0;0;hr;medium;1
00.11;00.09;6;264;4;0;0;technical;medium;1
00.42;00.53;3;199;4;0;0;technical;medium;1
0,056944444;0,059027778;4;223;5;0;0;technical;medium;1
00.09;0,066666667;6;268;4;0;0;technical;medium;1
00.01;0,065277778;6;287;4;0;0;technical;medium;1
0,059722222;1;5;257;5;0;0;technical;medium;1
00.04;00.46;2;143;3;0;0;technical;high;1
00.45;00.46;2;130;3;0;0;technical;low;1
00.42;00.51;2;136;3;0;0;technical;medium;1
0,051388889;0,063888889;4;261;5;0;0;technical;medium;1
00.55;00.06;3;180;4;0;0;technical;medium;1
00.37;00.45;2;126;3;0;0;support;medium;1
00.41;00.52;2;127;3;1;0;support;low;1
0,061805556;0,045138889;5;195;6;0;0;support;low;1
00.41;00.57;2;160;3;0;0;support;low;1
00.44;00.51;2;150;3;0;0;support;low;1
0,060416667;0,058333333;4;264;6;0;0;support;low;1
00.01;0,058333333;6;309;4;0;0;support;low;1
00.41;00.47;2;135;3;0;0;support;low;1
00.11;0,059027778;6;261;4;0;0;support;low;1
00.43;00.53;2;160;3;0;0;support;low;1
0,053472222;00.09;4;237;5;0;0;support;low;1
00.41;00.52;2;136;3;0;0;technical;low;1
00.41;00.48;2;139;3;0;0;technical;low;1
00.36;0,054166667;2;151;4;0;0;technical;low;1
0,053472222;1;5;229;5;0;0;management;low;1
0,05625;0,068055556;5;245;5;0;0;IT;low;1
00.39;00.54;2;127;3;0;0;IT;low;1
00.09;0,065277778;6;283;5;0;0;IT;low;1
00.44;00.46;2;143;3;0;0;IT;low;1
00.01;0,058333333;5;298;4;0;0;IT;low;1
00.36;00.48;2;159;3;0;0;product_mng;low;1
0,05625;0,063888889;5;239;5;0;0;product_mng;low;1
0,05625;00.09;4;226;5;0;0;product_mng;medium;1
0,059027778;0,068055556;5;248;5;0;0;product_mng;medium;1
00.01;0,060416667;6;286;4;0;0;IT;medium;1
00.37;00.54;2;145;3;0;0;RandD;medium;1
00.09;0,067361111;7;254;4;1;0;RandD;medium;1
00.44;00.53;2;127;3;0;0;RandD;medium;1
0,059722222;0,064583333;5;223;5;0;0;RandD;medium;1
0,053472222;1;4;255;5;0;0;RandD;medium;1
00.41;00.48;2;136;3;0;0;marketing;medium;1
00.04;00.48;2;137;3;0;0;sales;medium;1
00.43;00.49;2;135;3;0;0;accounting;medium;1
00.43;00.05;2;137;3;0;0;support;medium;1
00.08;00.53;3;255;5;0;0;technical;high;1
00.08;0,059027778;4;273;5;0;0;management;low;1
0,056944444;0,068055556;5;234;5;0;0;marketing;medium;1
00.37;00.54;2;152;3;0;0;marketing;medium;1
00.37;00.48;2;134;3;0;0;marketing;medium;1
00.09;0,065972222;6;292;4;0;0;sales;medium;1
00.09;0,063888889;5;245;5;0;0;sales;low;1
00.41;00.52;2;159;3;0;0;sales;low;1
00.01;0,059027778;6;260;4;0;0;sales;low;1
00.44;00.53;2;149;3;0;0;sales;low;1
0,061805556;0,059027778;5;266;5;0;0;sales;low;1
00.42;00.56;2;149;3;0;0;sales;low;1
0,060416667;1;5;242;5;0;0;sales;low;1
00.45;00.57;2;134;3;0;0;sales;low;1
00.11;0,060416667;5;271;4;0;0;sales;low;1
00.09;0,054861111;6;275;4;0;0;sales;low;1
0,052777778;0,057638889;5;227;5;0;0;sales;low;1
00.11;0,066666667;7;277;5;0;0;sales;low;1
00.37;00.49;2;151;3;0;0;sales;low;1
00.01;0,054861111;6;274;4;0;0;sales;low;1
0,053472222;0,060416667;4;242;6;0;0;sales;low;1
00.42;00.54;2;143;3;1;0;sales;low;1
00.38;00.52;2;145;3;0;0;sales;low;1
00.32;0,065972222;5;172;2;0;0;sales;low;1
00.38;00.49;2;135;3;0;0;accounting;low;1
00.19;1;4;192;4;0;0;accounting;low;1
00.01;0,057638889;7;276;4;0;0;accounting;low;1
0,052777778;0,061111111;4;206;4;0;0;hr;medium;1
00.53;00.56;4;281;6;0;0;hr;medium;1
00.39;00.51;2;151;3;0;0;hr;medium;1
00.11;0,057638889;6;244;4;0;0;hr;medium;1
00.01;0,065277778;6;309;4;0;0;technical;medium;1
0,058333333;1;5;218;5;0;0;technical;medium;1
0,056944444;0,06875;4;263;6;0;0;technical;medium;1
00.01;0,056944444;6;244;4;0;0;technical;medium;1
00.59;00.49;7;263;4;0;0;technical;medium;1
00.44;00.48;2;143;3;0;0;technical;medium;1
0,061805556;0,065972222;2;181;5;0;0;technical;medium;1
0,063194444;0,058333333;5;265;5;0;0;technical;medium;1
0,045833333;00.57;5;161;5;0;0;technical;high;1
00.11;0,060416667;7;282;5;0;0;technical;low;1
00.43;00.51;2;155;3;0;0;technical;medium;1
0,054166667;0,057638889;4;217;6;0;0;support;medium;1
00.11;0,067361111;6;289;5;0;0;support;medium;1
0,057638889;0,068055556;4;259;5;0;0;support;medium;1
00.39;00.54;2;158;3;0;0;support;low;1
00.38;00.55;2;158;3;0;0;support;low;1
00.37;00.57;2;155;3;0;0;support;low;1
00.44;00.48;2;146;3;0;0;support;low;1
00.53;0,059027778;2;164;5;0;0;support;low;1
00.09;0,066666667;6;259;4;0;0;support;low;1
00.11;0,061805556;6;293;4;0;0;support;low;1
0,057638889;0,066666667;5;275;5;0;0;support;low;1
0,061111111;1;5;219;6;1;0;technical;low;1
00.01;0,061805556;6;247;4;0;0;technical;low;1
00.09;0,059722222;7;309;4;0;0;technical;low;1
00.44;00.54;2;151;3;0;0;management;low;1
00.39;00.51;2;129;3;0;0;IT;low;1
0,060416667;0,065277778;4;274;5;0;0;IT;low;1
0,051388889;0,06875;4;233;5;0;0;IT;low;1
